Comment,Designator,Footprint,LCSC,Quantity
1uF,C4,C_0603_1608Metric,C15849,1
10mH,L1,C19632966-IND-SMD_L18.6-W15.3,C19632966,1
4.7uF,C3,C_0603_1608Metric,C19666,1
220nF,C2,C_0603_1608Metric,C21120,1
2.2uF,"C1,C5",C_0603_1608Metric,C23630,2
IN,"J1,J2",C2837587-ANT-TH_KH-BNC50-3511,C2837587,2
8.2mH,L2,C5278962-YPRH1209-822M,C5278962,1
