Comment,Designator,Footprint,LCSC,Quantity
3.3nF,C2,C_0603_1608Metric,C1613,1
47nF,C3,C_0603_1608Metric,C1622,1
100uH,L1,C168095-IND-SMD_L6.0-W6.0_FNR60XXS,C168095,1
33nF,C1,C_0603_1608Metric,C21117,1
22nF,C5,C_0603_1608Metric,C21122,1
IN,"J1,J2",C2837587-ANT-TH_KH-BNC50-3511,C2837587,2
82uH,L2,C2983072-PSPHAQ127-820M,C2983072,1
10nF,C4,C_0603_1608Metric,C57112,1
