Comment,Designator,Footprint,LCSC,Quantity
100nF,C5,C_0603_1608Metric,C14663,1
47nF,C4,C_0603_1608Metric,C1622,1
500uH,L1,C18236328-IND-SMD_L4.0-W4.0,C18236328,1
220nF,"C1,C3",C_0603_1608Metric,C21120,2
22nF,C2,C_0603_1608Metric,C21122,1
IN,"J1,J2",C2837587-ANT-TH_KH-BNC50-3511,C2837587,2
390uH,L2,C5343814-MS125-391MT,C5343814,1
