Comment,Designator,Footprint,LCSC,Quantity
100nF,C3,C_0603_1608Metric,C14663,1
47nF,"C1,C5",C_0603_1608Metric,C1622,2
6.8nF,C2,C_0603_1608Metric,C1631,1
200uH,L1,C167949-IND-SMD_L5.0-W5.0_FNR50XXS,C167949,1
22nF,C4,C_0603_1608Metric,C21122,1
180uH,L2,C2455376-IND-SMD_L12.0-W12.0_CDRH127XX,C2455376,1
IN,"J1,J2",C2837587-ANT-TH_KH-BNC50-3511,C2837587,2
