Comment,Designator,Footprint,LCSC,Quantity
22uH,L1,C128694-IND-SMD_L7.3-W6.6_MHCI06030,C128694,1
2.2nF,C4,C_0603_1608Metric,C1604,1
470pF,C2,C_0603_1608Metric,C1620,1
6.8nF,C1,C_0603_1608Metric,C1631,1
16uH,L2,C2045615-L1050,C2045615,1
IN,"J1,J2",C2837587-ANT-TH_KH-BNC50-3511,C2837587,2
4.7nF,C5,C_0603_1608Metric,C53987,1
10nF,C3,C_0603_1608Metric,C57112,1
