Comment,Designator,Footprint,LCSC,Quantity
1uF,C3,C_0603_1608Metric,C15849,1
47nF,C2,C_0603_1608Metric,C1622,1
470nF,"C1,C5",C_0603_1608Metric,C1623,2
2mH,L1,C18236336-IND-SMD_L6.0-W6.0,C18236336,1
220nF,C4,C_0603_1608Metric,C21120,1
IN,"J1,J2",C2837587-ANT-TH_KH-BNC50-3511,C2837587,2
1.8mH,L2,C961369-CMLF0504-182KTT,C961369,1
