Comment,Designator,Footprint,LCSC,Quantity
47uH,L1,C149599-IND-SMD_L11.5-W10.0_SMMS1040,C149599,1
2.2nF,C2,C_0603_1608Metric,C1604,1
22nF,"C1,C3",C_0603_1608Metric,C21122,2
IN,"J1,J2",C2837587-ANT-TH_KH-BNC50-3511,C2837587,2
39uH,L2,C5339362-IND-SMD_L3.5-W3.0,C5339362,1
4.7nF,C4,C_0603_1608Metric,C53987,1
10nF,C5,C_0603_1608Metric,C57112,1
